metryczka.plec,metryczka.wiek,metryczka.miejsce,metryczka.wyksztalcenie,metryczka.nauka,metryczka.praca,metryczka.osoby,metryczka.dzieci,metryczka.zakupy,metryczka.przygotowanie,metryczka.sytuacja,metryczka.wiedza,metryczka.dieta,fcq.dieta_kalorie,fcq.cena_wartosc,fcq.eko_opakowana,fcq.eko_produkowana,fcq.dieta_tluszcz,fcq.pol_pochodzenie,fcq.eko_bezgmo,fcq.dieta_wit-i-min,fcq.dieta_bezdodatkow,fcq.dieta_odzywcza,fcq.dieta_bialko,fcq.dieta_naturalna,fcq.hed_zdziecinstwa,fcq.hed_odprezajaca,fcq.hed_wygodna,frl.nowe_zawartosc,frl.dieta_odzywcza,frl.cena_info,frl.nowe_etykiety,frl.dieta_naturalna,frl.dieta_bezdodatkow,frl.dieta_wartosc,fns.nowe_ufnosc,fns.nowe_przyjecia,cet.pol_bezrobocie,cet.pol_niedostepne,cet.pol_nieprodukowane,mgr.nowe_marki,mgr.hed_przepis,mgr.hed_przyjemnosc,mgr.hed_niesmaczna,mgr.pol_swieza,mgr.pol_tania,mgr.pol_smaczna,mgr.nowe_sklad,mgr.hed_wrazenie,mgr.hed_zakupy,mgr.hed_szybko,ziemniak.cena,ziemniak.miejsce,ziemniak.swiezosc,ziemniak.rodzaj,ziemniak.kraj,ziemniak.barwa,ziemniak.wyglad,ziemniak.spozycie,ziemniak.okres,ziemniak.sklep,ziemniak.opakowanie,ziemniak.obrobka,ziemniak.potrawy,ziemniak.zdrowotnosc,ziemniak.smak,ziemniak.jakosc,ziemniak.produkty,pomidor.cena,pomidor.miejsce,pomidor.swiezosc,pomidor.rodzaj,pomidor.kraj,pomidor.barwa,pomidor.slodkosc,pomidor.miekkosc,pomidor.spozycie,pomidor.okres,pomidor.sklep,pomidor.obrobka,pomidor.potrawy,pomidor.zdrowotnosc,pomidor.smak,pomidor.jakosc,pomidor.produkty,jablko.cena,jablko.miejsce,jablko.swiezosc,jablko.rodzaj,jablko.kraj,jablko.barwa,jablko.miekkosc,jablko.slodkosc,jablko.spozycie,jablko.okres,jablko.sklep,jablko.obrobka,jablko.potrawy,jablko.zdrowotnosc,jablko.smak,jablko.jakosc,jablko.produkty,pomarancza.cena,pomarancza.miejsce,pomarancza.swiezosc,pomarancza.rodzaj,pomarancza.kraj,pomarancza.barwa,pomarancza.miekkosc,pomarancza.slodkosc,pomarancza.spozycie,pomarancza.okres,pomarancza.sklep,pomarancza.obrobka,pomarancza.potrawy,pomarancza.zdrowotnosc,pomarancza.smak,pomarancza.jakosc,pomarancza.produkty,makaron.cena,makaron.miejsce,makaron.swiezosc,makaron.rodzaj,makaron.kraj,makaron.barwa,makaron.marka,makaron.spozycie,makaron.okres,makaron.sklep,makaron.obrobka,makaron.potrawy,makaron.zdrowotnosc,makaron.smak,makaron.jakosc,platki.cena,platki.miejsce,platki.swiezosc,platki.rodzaj,platki.kraj,platki.blonnik,platki.marka,platki.sklep,platki.spozycie,platki.obrobka,platki.potrawy,platki.zdrowotnosc,platki.smak,platki.jakosc,pieczywo.cena,pieczywo.miejsce,pieczywo.swiezosc,pieczywo.rodzaj,pieczywo.kraj,pieczywo.barwa,pieczywo.ziarna,pieczywo.blonnik,pieczywo.sklep,pieczywo.spozycie,pieczywo.opakowanie,pieczywo.obrobka,pieczywo.potrawy,pieczywo.zdrowotnosc,pieczywo.smak,pieczywo.jakosc
1,23,1,0.75,1,0,4,0,1,1,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0,1,0.5,0.5,0.75,1,0.25,0.75,0.25,0.75,0.0694444444444444,0,0.25,0,0.5,1,0.5,1,1,0.25,0.75,0.5,1,0.75,0.5,0.75,0.5,0.5,0.196078431372549,1,0.75,0,1,1,1,1,0.5,0.5,0.25,0.75,0.75,1,0.25,0.75,0.25,0.133333333333333,0,0.75,0,1,1,1,1,0.5,0.5,0.25,0.75,0.75,0.25,0.25,0.75,0.25,0.333333333333333,1,0.75,0.5,0,1,1,1,0.5,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.123249299719888,0,0.75,0,1,0.5,1,1,0.5,0.25,0.5,0.75,0.25,0.5,0.5,1,0.0694444444444444,0,0.5,0.5,0.5,0.5,0.5,0.75,1,0.75,1,0.5,0.75,0.75,1,0.2,0,0,0.5,0.5,1,1
1,22,0,0.75,1,0,3,0,0.5,1,1,1,0,0.5,1,1,1,0.5,0.5,1,1,1,1,0.5,1,0,0.5,0.5,1,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.0222222222222222,0,0.25,0.666666666666667,0,1,0.5,1,1,0,0.5,0.75,0.75,1,0.75,0.75,0.5,0.5,0.117647058823529,0,0.25,0,1,1,1,0.5,0.333333333333333,0.5,0.5,0.75,1,0.75,0.75,0.75,0.5,0.32,0,0.25,0,1,1,1,1,0,0.75,0.75,1,0.75,0.75,0.75,0.75,0.5,0.6,1,0.25,0.5,0,1,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,1,0.75,0.0492997198879552,0,1,0,1,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,0.5,1,0.5,1,1,0.5,0.75,1,1,1,1,1,1,0.75,0.25,0.16,0,0.5,0.5,1,0.5,0.5
1,24,1,0.75,1,0,3,0,1,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,0,NA,NA,0,1,1,1,1,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.75,0.0326797385620915,0,1,0,1,1,1,1,0.666666666666667,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.25,0.0333333333333333,0,1,0,0,1,1,1,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.25,0.0111111111111111,0,1,0.5,0,1,1,1,0.5,0.5,0,0.5,0.75,0.25,0.25,0.5,0.133333333333333,0,1,0,1,0,1,1,0.75,0,0.5,0.75,0,0.5,0.75,1,0.0555555555555556,0,0.5,0.5,1,1,0.5,0.75,1,1,1,1,1,0.75,0.25,0.247619047619048,0,0.5,0.5,0,1,1
0,21,1,0.5,1,0,2,0,1,0,1,0,0,0.5,1,1,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,0.5,1,0,0.5,1,0,1,1,0.5,0.5,1,0,0.5,0,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,1,0.5,0,1,0,0,0,0.25,0.4,0,0.25,1,0,1,0,1,1,0,0.5,0,1,0,0,0,0.25,0.5,0.0261437908496732,1,0.25,1,0.5,1,0.5,0.5,0.5,0.75,0,1,0,0,0,0.5,0.25,0.0333333333333333,0,0.25,0,0,1,0.5,1,0.25,0.75,0,1,0.5,0,0,0.75,0,0.0111111111111111,0,0.25,1,0,1,1,1,0.5,0.75,0,1,0.75,0,0,0,0.123249299719888,0,0.25,0,0.5,0,1,1,1,0,1,1,0,0,0,1,0.180555555555556,0,0,0,1,1,1,0,1,0.75,0,0,0,0,0.75,0.171428571428571,0,0,0,0.5,0.5,1
1,22,1,0.75,1,0,4,1,1,1,1,0.5,0,0.5,1,1,0.5,0.5,1,0,1,0.5,1,0.5,1,0,1,0.5,1,1,0.5,1,1,1,1,0,1,0.5,1,1,0.5,0,1,0.5,0.5,1,0.5,0.5,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0.5,1,1,0,0.75,0.75,1,0.5,0.25,0.75,0.5,0.75,0.0555555555555556,1,1,0,1,1,1,1,0.166666666666667,1,0.5,1,1,0.75,0.75,1,0.75,0.32,1,1,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,0.75,0.5,0.5,1,1,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.133053221288515,1,1,0,1,0,1,1,1,0.5,1,0.5,0.5,1,0.5,1,0.833333333333333,0,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0114285714285714,1,0,1,0.5,1,1
1,24,1,1,0,0.5,2,0,1,1,1,1,0,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,1,1,1,0.5,1,1,0.5,0,0.5,1,0.5,0.75,1,0.25,0.5,0.75,1,0.277777777777778,0,0.25,1,0,1,1,1,1,0.25,0.5,0.75,1,0.5,0.75,0.75,0.25,0.75,0.0196078431372549,0,0.25,0.5,0,1,1,1,0.5,0.5,0.75,1,0.75,0.75,1,0.5,0.5,0.133333333333333,0,0.25,0,1,1,1,1,0.5,0.75,0.25,1,0.5,0.25,0.5,0.75,0.25,0.0111111111111111,1,0.5,1,0,1,1,1,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.75,0.130718954248366,0,1,0,1,1,1,1,0.5,0.25,0.75,1,0,0.5,0.75,1,0.25,0,0.5,1,1,1,0.5,0.75,1,1,0.75,1,0.75,0.75,0.5,0.247619047619048,0,0,0.5,1,1,1
1,28,1,1,1,0,2,0,1,1,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1,0,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0.75,0.75,0.75,1,0.75,1,1,0.0416666666666667,0,0.5,0.555555555555556,0,1,1,1,1,0.5,0.75,0.75,1,1,0.75,1,0.25,1,0.0694444444444444,1,0.5,0,1,1,1,1,0.5,0.75,0.75,1,1,1,1,1,0.25,0.0333333333333333,1,0.25,0.5,1,1,1,1,0.5,1,0.75,1,0.75,1,1,1,0,0.133333333333333,1,0.75,0,0.5,1,1,1,0.5,1,0.5,0,0.75,1,0.75,1,0.0322128851540616,0,0.5,0,1,0.5,1,1,0.75,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0,0,1,1,1,0.75,0.75,1,1,1,1,1,0.5,0.5,0.128571428571429,1,0,0,0.5,1,1
0,22,1,0.5,0,0.5,6,1,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.166666666666667,1,0.25,0.333333333333333,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.15,1,0.25,0,1,1,1,1,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.32,1,0.25,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.133333333333333,1,0.25,0.5,0.5,1,1,1,0.5,0.75,0.75,0,0,0,0,0,0.128851540616246,0,0.5,0,1,0.5,1,1,0.75,0.75,0.5,0.75,0.25,0.25,0.25,0.5,0.0933333333333333,0,0,0.5,1,1,0.5,0.75,1,0.75,0.75,0.75,0.5,0.25,0.5,0.2,1,1,0.5,0.5,1,1
1,29,0.0458827186620768,1,0,1,3,0,0.5,0.5,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,0,0,0.75,0.25,0,0,0.5,0.0588235294117647,0,1,0.666666666666667,0,1,1,1,1,0,0.75,0,0.5,0.25,0,0,0.5,0.5,0.294117647058824,0,1,0,1,1,1,1,0.166666666666667,0,0,0,0,0,0.5,0.5,0,0.0333333333333333,1,1,0.5,0,1,1,1,0.25,0.75,0,0,0,0,0,0.5,0,0.0333333333333333,1,1,1,0,1,1,1,0.5,0,0,0,0.75,0,0.5,0.75,0.112044817927171,0,1,0,1,1,1,1,0,0,0,0.75,0,0,1,1,0.0555555555555556,0,0,1,1,1,0,0.75,0.75,1,0.75,0.75,0.75,0.25,0.5,0.2,0,0,0,1,1,1
1,25,1,1,0,0.5,5,0,1,1,1,1,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0138888888888889,0,0.25,0.333333333333333,0,1,0.5,1,1,0.25,0.5,0.5,1,1,0.5,0.5,0.25,0.75,0.0352941176470588,0,1,0,1,1,1,1,0.833333333333333,0.5,0.5,0.75,0.5,1,0.75,0.75,0.5,0.0133333333333333,0,1,0.5,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.0111111111111111,1,1,1,1,1,1,1,1,0.5,0.25,0.75,0.75,0.5,0.75,0.5,0.0526610644257703,0,1,0,1,0.5,1,1,0.75,0.25,0.75,0.75,0.25,0.5,0,1,0.0222222222222222,0,0,1,1,1,0.75,0.5,1,1,0.75,1,0.75,0.5,1,0.117142857142857,1,0,1,1,1,1
1,26,0.0458827186620768,0.75,1,0.5,0.9,4,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,1,0,1,1,0.5,0.5,0.5,0.5,0,1,0,0.5,0.75,1,0.5,0.75,0.25,0.75,0.3,0,1,0.666666666666667,0,1,0.5,1,1,0.5,0.75,0.5,1,0.75,0.75,0.75,0.5,1,0.0470588235294118,1,1,0,1,1,1,1,0.333333333333333,0.75,0.75,1,0.75,1,0.75,1,0.5,0.133333333333333,0,1,0,0.5,0.5,1,1,0.5,0.75,0.75,1,0.5,0.5,0.75,0.75,0.5,0.133333333333333,1,1,1,0,1,1,0.5,0.5,0.75,0.25,0.75,0.5,0.75,0.5,1,0.0526610644257703,0,1,0.5,1,0.5,1,1,0.75,0.25,0.75,1,0.5,0.75,0.75,1,0.0962962962962963,0,0,1,1,1,0.75,0.75,1,0.75,1,0.75,0.75,0.5,0.25,0.2,0,1,0,0.5,1,1
0,22,1,0.75,1,0.5,5,0,0,0,1,0.5,0,0.5,1,0,0,1,0.5,0.5,1,1,1,0.5,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,0,0,0,1,0,0.5,1,0,0,0,0.5,0.5,0.5,1,0.75,0,0.75,0,0,0,1,0.117647058823529,0,0.75,0.666666666666667,0,1,0.5,1,1,0.75,0,0,1,0,0,0.75,0,0.5,0.0277777777777778,1,0.25,1,0.5,1,1,1,0.666666666666667,0.75,0,1,0.75,0,1,0.5,0.25,0.0533333333333333,0,0.25,0,0,1,1,1,0.75,0,0,0.75,0.5,0,1,1,0.5,0.0833333333333333,1,0.75,1,0,1,1,1,0.5,0.5,0,0,0,0,0,0,0.034547152194211,0,0.75,0,1,0.5,1,1,0.5,0,0,1,0,0,0.75,1,0.0920634920634921,0,0,0.5,1,1,0.75,0,1,1,0,1,0,0,0.25,0.121904761904762,0.5,0,0,1,1,1
0,22,1,0.5,1,0.5,1,0,1,1,1,0.5,0,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.25,0.25,1,0.222222222222222,0,0.75,0,0,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.166666666666667,0,0.75,0,1,1,1,0.5,0.833333333333333,0.75,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.32,0,0.75,0,0.5,1,1,1,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.0111111111111111,1,0.75,0,0,1,0,0,0.5,0.75,0.25,0,0.25,0.5,0.25,0.75,0.140056022408964,0,0.75,0,1,0,0.5,0.5,0.75,0.25,0,0.5,0.5,0.75,0.25,0.75,0.45,0,0.5,0,1,0.5,0.5,0.75,0.75,0.75,1,1,0.5,0.5,0.25,0.271428571428571,0,1,0,0,1,1
0,22,1,0.5,1,0,4,2,0.5,0.5,1,0.5,0,0,1,0.5,0,0,0.5,0,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.4,0,0.75,0.666666666666667,0,1,0.5,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.133333333333333,0,0.75,0,1,1,1,1,0.25,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0,0.0833333333333333,0,0.75,0.5,0.5,1,1,1,0.5,1,0.25,0.25,0.25,1,0.5,1,0.0543417366946779,0,0.75,1,1,0.5,1,1,0.75,0.25,0.25,0.75,0.25,0.5,0.75,0.75,0.0194444444444444,0,0,0,1,1,0.5,0.25,1,0.75,0.25,1,0.5,0.5,0.75,0.628571428571429,0,1,0.5,0.5,1,1
0,25,0.0458827186620768,1,0,1,4,0,0.5,0.5,1,0,0,0.5,1,1,1,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.0470588235294118,0,0.25,0.333333333333333,0.5,1,1,1,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.00138888888888889,0,0.25,0,0,0.5,0.5,0.5,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0.5,1,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0111111111111111,0,0.25,0.5,0.5,0.5,0.5,1,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.00373482726423903,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.00648148148148148,0.5,0,0,0,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.000457142857142857,1,0.5,0,0.5,0.5,0.5
1,38,1,1,0,1,4,0,0.5,1,1,0.5,0,0.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0,0,1,0.25,0.25,1,0.5,0.75,0.5,0,0.2,0,0.25,0,0,1,1,1,1,0.75,0.75,0,1,0.25,0.25,0,0.25,0.5,0.166666666666667,1,0.25,0,1,1,1,1,0.333333333333333,0.5,0,1,0.25,1,1,0.5,0.5,0.0533333333333333,1,0.25,0,1,1,1,1,0.5,0.75,0,1,0.25,0,0,1,0.25,0.333333333333333,1,0.75,0.5,0.5,1,0.5,0.5,0.5,0.25,0,1,0,0.75,1,1,0.132586367880486,0,0.75,0,1,0.5,1,1,0.75,0,1,1,0.75,0,0,1,0.0277777777777778,0.5,0.5,1,1,1,0.25,0,1,0.75,0.75,0.75,0.25,0,0.25,0.271428571428571,1,0,0.5,1,1,1
0,22,1,0.5,1,0,4,2,0.5,0.5,1,0.5,0,0,1,0.5,0.5,0.5,0,0,0.5,0.5,1,0.5,0.5,0,0.5,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,1,0,0,0,0.5,0,0.5,0.5,0.75,0.75,1,0.5,0.25,0,0.75,0.5,0,0,0.333333333333333,0,1,1,1,1,1,0.75,0.25,0.75,0.25,0.25,0.75,0.25,0.75,0.0980392156862745,0,0.75,0,1,1,1,1,0.5,0.75,0.5,0.75,0.5,0.25,0.75,0.75,0.5,0.0333333333333333,1,0.75,0,1,1,1,1,0.25,0.75,0.5,0.75,0.25,0.25,0.75,0.75,0.5,0.0111111111111111,1,0.75,0,1,1,1,1,0.5,0.75,0.25,0.75,0.5,0.25,0.75,0.5,0.030812324929972,0,0.75,0,1,1,1,1,0.75,0.25,0.75,0.75,0.25,0,0.5,0.75,0.0740740740740741,0,1,1,1,1,0.75,0.25,0.75,0.75,0.25,0.75,0.25,0,0.75,0.371428571428571,0,1,1,1,1,1
1,24,0.218254943012042,0.75,1,0,2,0,1,0.5,1,1,0,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0,1,1,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0,1,0.5,0.5,0.5,0,0,0.75,0.75,0.75,1,1,1,0.0588235294117647,0,0.25,0,0,1,0.5,1,1,0.5,0,0.25,1,0,1,0.75,0,0.5,0.00816993464052287,0,1,0.5,1,1,1,1,0.333333333333333,0,0.5,0.5,0.5,1,0.5,0.5,0.25,0.0333333333333333,0,1,0,1,1,1,1,1,0,0,1,0.5,0.5,0.5,0.5,0.5,0.0111111111111111,0,1,0.5,0.5,1,1,1,0.5,0,0,0.5,1,0.75,0.75,1,0.242016806722689,0,1,0,1,0,1,1,0,0,0.5,1,0.5,0,1,1,0.0888888888888889,0,0,1,1,1,0,0.75,0.75,0.75,1,0.5,0.25,0.25,0.25,0.714285714285714,1,0,0,1,1,1
1,35,0.218254943012042,1,0,1,4,2,1,1,1,0.5,0,0.5,1,1,1,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1,0.75,0.75,0.25,0.5,0.0444444444444444,0,0.25,0.333333333333333,0,1,1,1,0.5,0.25,0.5,0.5,1,0.75,0.75,0,0.5,0.5,0.0588235294117647,0,0.25,0,1,1,1,0.5,0.5,0.5,0.5,1,0.75,0.75,0.25,0.75,0.5,0.24,0,0.25,0,1,1,1,1,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0,0.133333333333333,1,0.75,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.0134453781512605,0,0.75,0,1,0.5,0.5,0,0.5,0.5,0.75,0.75,0.5,1,0.25,0.75,0.111111111111111,0,0.5,1,0.5,0.5,0.75,0.75,1,1,1,0.75,1,1,0.25,0.0285714285714286,0.5,1,0.5,0.5,1,0.5
1,26,1,1,0,0,2,0,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,1,0,0.25,0,1,0,0,0.75,0.5,0.0444444444444444,0,0.75,0.5,0,1,0.5,1,1,0,1,0.75,1,1,0.25,1,0.25,1,0.0470588235294118,0,0.25,0,1,1,1,0.5,0.5,0.5,0,1,0.5,0.75,0.75,0.75,0.5,0.00444444444444444,0,0.25,0.5,0,1,1,1,0.25,0.75,0.75,1,0.75,0.25,1,1,0,0.0333333333333333,0,0.75,0.5,0.5,1,1,0.5,0.5,0.25,0,0.5,1,0,0.5,1,0.0522875816993464,0,0.75,0,1,0,1,0.5,0.5,0,0.75,1,0,0.25,0.75,0.75,0.0222222222222222,0,0,0.5,1,1,0.25,1,1,1,0.25,0.75,0.75,0.5,0.25,0.0542857142857143,0,1,0,0,1,1
1,62,1,1,0,1,4,0,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,1,1,0.5,1,1,1,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.25,0.25,1,0.25,0.75,0.5,1,0.0888888888888889,0,0.5,0.5,1,1,1,0,0.5,0.25,0.25,0.5,1,1,1,1,0,0.5,0.416666666666667,1,0.5,0.5,1,1,0.5,0.5,0.5,0.75,0.5,1,1,1,1,0.5,0.5,0.133333333333333,0,0.5,0,0.5,1,1,1,0.5,0.5,0.5,1,0.5,0.25,0.75,0.75,0,0.0333333333333333,0,0.5,0,0,1,1,1,0.5,0.75,0,0,1,0.75,0.75,1,0.0567693744164332,0,0.5,0,1,1,1,1,0.5,0.5,1,1,0.75,0.75,1,0.5,0.111111111111111,0,0,1,1,1,0.75,0.75,1,1,1,1,1,0.75,0.5,0.352380952380952,1,0,0.5,1,1,1
0,21,1,0.5,1,0,5,1,0.5,0.5,0.5,1,0,0.5,1,0.5,0.5,0,0.5,0,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1,0,0.5,0,0,0,0.5,0,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.75,0.0555555555555556,0,1,0.666666666666667,1,0.5,0,1,1,0,0.5,0.5,1,1,0.25,0.75,0.5,0.5,0.133333333333333,0,0.75,0,1,1,1,1,0.666666666666667,0.75,0.5,1,0.75,0.75,0.5,0.75,0.5,0.133333333333333,1,0.75,0,1,1,1,0.5,0.75,1,0.25,0.5,0.25,0,0.5,0.75,0.25,0.133333333333333,1,0.75,1,0.5,1,1,1,0.5,0.75,0,0,0.5,0.5,0.25,0.5,0.123249299719888,0,0.5,0,0,0,0.5,0.5,0.75,0,0,0.75,0,0.5,0.5,1,0.00555555555555556,0,0,0,0.5,0.5,0.75,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.6,0,0,0,0,1,0
1,23,0,0.75,1,0,4,0,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.0235294117647059,0,NA,NA,1,1,0,1,1,0,0.75,0.5,1,0.75,0.5,0.75,0.5,0.75,0.111111111111111,0,0.75,0,1,1,1,1,0.166666666666667,1,0.5,1,1,0.5,1,1,0.5,0.0533333333333333,0,0.75,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,0.5,1,0.25,0.0333333333333333,1,0.75,0,0,0.5,0,0,0.5,1,0.25,0.5,1,0.25,0.75,0.5,0.0549019607843137,0,0.75,0,1,0,1,0,1,0,0.75,1,0,0.5,0.75,0.75,0.0888888888888889,0,1,0,1,1,0.75,0.75,1,1,0.75,1,1,0.5,0.5,0.00358095238095238,1,0,0,0,1,1
